Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/result/41869365-db3b-4913-bdef-72bd0721b928,1,0,3972.6057879997825,3972.6057879997825,3972.6057879997825,3972.6057879997825,16.0,0.01874631883219524,0.0,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
GET,/result/41a05317-2042-4e8a-8c1b-b24eb51d272c,1,1,1871.978407001734,1871.978407001734,1871.978407001734,1871.978407001734,0.0,0.01874631883219524,0.01874631883219524,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
GET,/result/41bb07b3-14d0-403a-811c-3fc82620413c,1,0,3986.3348029975896,3986.3348029975896,3986.3348029975896,3986.3348029975896,16.0,0.01874631883219524,0.0,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
GET,/result/42c4af00-6de9-4bac-b8db-760840f52a1f,1,0,3767.4840920008137,3767.4840920008137,3767.4840920008137,3767.4840920008137,20.0,0.01874631883219524,0.0,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800
GET,/result/43ac93b3-fd63-46f7-a7d0-c3016f2ed7da,1,0,4744.394328001363,4744.394328001363,4744.394328001363,4744.394328001363,16.0,0.01874631883219524,0.0,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700
GET,/result/445b256b-e409-4bec-b8da-d4dbe5e9d615,1,0,2885.4658269992797,2885.4658269992797,2885.4658269992797,2885.4658269992797,161.0,0.01874631883219524,0.0,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900
GET,/result/44c9e563-11ad-45dc-a32f-33ea88c7a39a,1,0,4322.770393999235,4322.770393999235,4322.770393999235,4322.770393999235,16.0,0.01874631883219524,0.0,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300
GET,/result/455418dc-9154-43c3-93ed-0e5b703f0b27,1,0,2995.7775820003008,2995.7775820003008,2995.7775820003008,2995.7775820003008,20.0,0.01874631883219524,0.0,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
GET,/result/4649fd26-61fe-4398-9dbe-d5cbcbf0efb8,1,0,4362.379431000591,4362.379431000591,4362.379431000591,4362.379431000591,16.0,0.01874631883219524,0.0,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400
GET,/result/46eb81f9-2776-4093-9603-8f832a43eac9,1,0,391.2535809977271,391.2535809977271,391.2535809977271,391.2535809977271,20.0,0.01874631883219524,0.0,390,390,390,390,390,390,390,390,390,390,390
GET,/result/47406bb3-a017-495a-9894-bb526b6bec06,1,0,4374.766425000416,4374.766425000416,4374.766425000416,4374.766425000416,16.0,0.01874631883219524,0.0,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400
GET,/result/4761ed64-5dad-4519-942f-3475a6803f21,1,0,3147.7211199999147,3147.7211199999147,3147.7211199999147,3147.7211199999147,16.0,0.01874631883219524,0.0,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100
GET,/result/484d75bb-b561-4439-92a2-615db59810b1,1,0,521.5473790012766,521.5473790012766,521.5473790012766,521.5473790012766,161.0,0.01874631883219524,0.0,520,520,520,520,520,520,520,520,520,520,520
GET,/result/4862437a-f260-4547-ab21-59326a40212b,1,0,637.1570650007925,637.1570650007925,637.1570650007925,637.1570650007925,20.0,0.01874631883219524,0.0,640,640,640,640,640,640,640,640,640,640,640
