Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/result/0034c781-d17c-4823-8d47-ee3f8d78661f,1,0,37.58129099878715,37.58129099878715,37.58129099878715,37.58129099878715,16.0,0.012394757144775156,0.0,38,38,38,38,38,38,38,38,38,38,38
GET,/result/03916e52-1abc-40a9-b8fb-28201e99450c,1,0,16.473072002554545,16.473072002554545,16.473072002554545,16.473072002554545,16.0,0.012394757144775156,0.0,16,16,16,16,16,16,16,16,16,16,16
GET,/result/06f90743-2761-4bc5-aa69-5ac16ba9fd45,1,0,219.46243200000026,219.46243200000026,219.46243200000026,219.46243200000026,16.0,0.012394757144775156,0.0,220,220,220,220,220,220,220,220,220,220,220
GET,/result/07362509-1336-4e35-8d9a-9a794ddeee83,1,0,48.18658599833725,48.18658599833725,48.18658599833725,48.18658599833725,16.0,0.012394757144775156,0.0,48,48,48,48,48,48,48,48,48,48,48
GET,/result/074658c7-ea89-4ecd-a2c3-0e94aae1edf5,1,0,16.85156199891935,16.85156199891935,16.85156199891935,16.85156199891935,16.0,0.012394757144775156,0.0,17,17,17,17,17,17,17,17,17,17,17
GET,/result/07787ecf-7286-4bbc-bc46-9788a37a5527,1,0,269.1022619983414,269.1022619983414,269.1022619983414,269.1022619983414,16.0,0.012394757144775156,0.0,270,270,270,270,270,270,270,270,270,270,270
GET,/result/0c64657d-1ebe-4c9d-9b21-6b4d00247737,1,0,28.834910997829866,28.834910997829866,28.834910997829866,28.834910997829866,16.0,0.012394757144775156,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/result/0cc3c30d-91a3-4d9f-b036-4be00a1bb530,1,0,70.70222399852355,70.70222399852355,70.70222399852355,70.70222399852355,16.0,0.012394757144775156,0.0,71,71,71,71,71,71,71,71,71,71,71
GET,/result/0cce4ea8-4159-490d-83c7-722dd618f296,1,0,40.543621998949675,40.543621998949675,40.543621998949675,40.543621998949675,16.0,0.012394757144775156,0.0,41,41,41,41,41,41,41,41,41,41,41
GET,/result/0ec96059-dabf-4563-b725-6268002d1ab8,1,0,937.2346449999895,937.2346449999895,937.2346449999895,937.2346449999895,16.0,0.012394757144775156,0.0,940,940,940,940,940,940,940,940,940,940,940
GET,/result/0f4fbea7-4262-4ab4-9219-f3cd78f49f23,1,0,16.458662998047657,16.458662998047657,16.458662998047657,16.458662998047657,16.0,0.012394757144775156,0.0,16,16,16,16,16,16,16,16,16,16,16
GET,/result/1209ca1f-0d41-4376-a98a-91904a4fbff2,1,0,265.2993299998343,265.2993299998343,265.2993299998343,265.2993299998343,20.0,0.012394757144775156,0.0,270,270,270,270,270,270,270,270,270,270,270
GET,/result/14293352-989f-47e5-b7c3-41f14032c37b,1,0,880.1714459987124,880.1714459987124,880.1714459987124,880.1714459987124,16.0,0.012394757144775156,0.0,880,880,880,880,880,880,880,880,880,880,880
GET,/result/15540f08-6aa9-482a-bbb6-f7421014fc4d,1,0,43.17515100046876,43.17515100046876,43.17515100046876,43.17515100046876,16.0,0.012394757144775156,0.0,43,43,43,43,43,43,43,43,43,43,43
GET,/result/1569ef9b-2112-4181-8b7e-979496dee3f3,1,0,62.75033399651875,62.75033399651875,62.75033399651875,62.75033399651875,16.0,0.012394757144775156,0.0,63,63,63,63,63,63,63,63,63,63,63
GET,/result/166e4a18-6e6e-4fc6-b6ee-a9c35ebc16f1,1,0,273.0179899990617,273.0179899990617,273.0179899990617,273.0179899990617,16.0,0.012394757144775156,0.0,270,270,270,270,270,270,270,270,270,270,270
GET,/result/17c5004b-dfb0-4cf6-a963-92d1e70b7e07,1,0,259.961570998712,259.961570998712,259.961570998712,259.961570998712,20.0,0.012394757144775156,0.0,260,260,260,260,260,260,260,260,260,260,260
GET,/result/17fbc2cf-52da-4f68-9da9-37e78e5635a0,1,0,16.623782998067327,16.623782998067327,16.623782998067327,16.623782998067327,16.0,0.012394757144775156,0.0,17,17,17,17,17,17,17,17,17,17,17
GET,/result/1c246d88-bff8-4ee3-bbbd-8bddfc0bb3fb,1,0,257.9744149988983,257.9744149988983,257.9744149988983,257.9744149988983,16.0,0.012394757144775156,0.0,260,260,260,260,260,260,260,260,260,260,260
GET,/result/1fabe64b-efa8-4731-b834-a852cc2f63d5,1,0,42.043344998091925,42.043344998091925,42.043344998091925,42.043344998091925,16.0,0.012394757144775156,0.0,42,42,42,42,42,42,42,42,42,42,42
GET,/result/210a9a9f-8be2-44db-915d-4859b3010999,1,0,36.9035760013503,36.9035760013503,36.9035760013503,36.9035760013503,16.0,0.012394757144775156,0.0,37,37,37,37,37,37,37,37,37,37,37
GET,/result/23576aeb-4dcf-4dda-b0d8-7feb42a25b96,1,0,118.75906299974304,118.75906299974304,118.75906299974304,118.75906299974304,16.0,0.012394757144775156,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/result/24df41cd-af41-4e31-b6df-c7f105107953,1,0,44.5700290001696,44.5700290001696,44.5700290001696,44.5700290001696,16.0,0.012394757144775156,0.0,45,45,45,45,45,45,45,45,45,45,45
GET,/result/2500502b-0a82-4ab7-9731-e333830b121f,1,0,116.81184100234532,116.81184100234532,116.81184100234532,116.81184100234532,16.0,0.012394757144775156,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/result/25ceb186-745c-4fac-b2f4-78852d8c7885,1,0,33.84392299994943,33.84392299994943,33.84392299994943,33.84392299994943,16.0,0.012394757144775156,0.0,34,34,34,34,34,34,34,34,34,34,34
GET,/result/25cf434e-6ddd-44c9-9753-c3c406331504,1,0,139.08047899894882,139.08047899894882,139.08047899894882,139.08047899894882,16.0,0.012394757144775156,0.0,140,140,140,140,140,140,140,140,140,140,140
GET,/result/266198a4-08d9-4608-aea7-6f7135cb8a81,1,0,114.84049700084142,114.84049700084142,114.84049700084142,114.84049700084142,16.0,0.012394757144775156,0.0,110,110,110,110,110,110,110,110,110,110,110
